STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,,FREQ,,MEASURE,,AGE,,SEX,,UNIT_MEASURE,,METHODOLOGY,,TIME_PERIOD,,OBS_VALUE,,OBS_STATUS,,UNIT_MULT,,DECIMALS,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,GRC,,A,,PRS,,_T,,_T,,G_PS_D,,_Z,,2012,,111.5,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,GRC,,A,,PRS,,_T,,_T,,G_PS_D,,_Z,,2013,,112.7,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,GRC,,A,,PRS,,_T,,_T,,G_PS_D,,_Z,,2014,,109.5,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,GRC,,A,,PRS,,_T,,_T,,G_PS_D,,_Z,,2015,,106.6,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,GRC,,A,,PRS,,_T,,_T,,G_PS_D,,_Z,,2016,,105.6,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,GRC,,A,,PRS,,_T,,_T,,G_PS_D,,_Z,,2017,,106.2,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,GRC,,A,,PRS,,_T,,_T,,G_PS_D,,_Z,,2018,,110.9,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,GRC,,A,,PRS,,_T,,_T,,G_PS_D,,_Z,,2019,,107.8,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,GRC,,A,,PRS,,_T,,_T,,G_PS_D,,_Z,,2020,,103.1,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,GRC,,A,,PRS,,_T,,_T,,G_PS_D,,_Z,,2021,,106.2,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,LUX,,A,,SP_CVGD,,Y_GE15,,_T,,PT_POP,,SRVY,,2014,,52.2,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,LUX,,A,,SP_CVGD,,Y_GE15,,_T,,PT_POP,,SRVY,,2019,,37.6,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,NOR,,A,,SP_CVGD,,Y_GE15,,M,,PT_POP,,SRVY,,2005,,54,,D,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,NOR,,A,,SP_CVGD,,Y_GE15,,M,,PT_POP,,SRVY,,2008,,52,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,NOR,,A,,SP_CVGD,,Y_GE15,,M,,PT_POP,,SRVY,,2012,,57,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,NOR,,A,,SP_CVGD,,Y_GE15,,M,,PT_POP,,SRVY,,2015,,47,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,NOR,,A,,SP_CVGD,,Y_GE15,,M,,PT_POP,,SRVY,,2019,,49,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,NOR,,A,,SP_CVGD,,Y_GE15,,M,,PT_POP,,SRVY,,2022,,59,,B,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,ESP,,A,,TBC,,Y_GE15,,_T,,G_PS,,_Z,,2009,,2362.1,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,ESP,,A,,TBC,,Y_GE15,,_T,,G_PS,,_Z,,2010,,2142.8,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,ESP,,A,,TBC,,Y_GE15,,_T,,G_PS,,_Z,,2011,,1855.6,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,ESP,,A,,TBC,,Y_GE15,,_T,,G_PS,,_Z,,2012,,1719.1,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,ESP,,A,,TBC,,Y_GE15,,_T,,G_PS,,_Z,,2013,,1577.8,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,ESP,,A,,TBC,,Y_GE15,,_T,,G_PS,,_Z,,2014,,1548,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,ESP,,A,,TBC,,Y_GE15,,_T,,G_PS,,_Z,,2015,,1537.5,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,ESP,,A,,TBC,,Y_GE15,,_T,,G_PS,,_Z,,2016,,1533.5,,B,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,ESP,,A,,TBC,,Y_GE15,,_T,,G_PS,,_Z,,2017,,1477.5,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,ESP,,A,,TBC,,Y_GE15,,_T,,G_PS,,_Z,,2018,,1469.8,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,ESP,,A,,TBC,,Y_GE15,,_T,,G_PS,,_Z,,2019,,1472.8,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,ESP,,A,,TBC,,Y_GE15,,_T,,G_PS,,_Z,,2020,,1486.5,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,ESP,,A,,TBC,,Y_GE15,,_T,,G_PS,,_Z,,2021,,1486,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,ESP,,A,,TBC,,Y_GE15,,_T,,G_PS,,_Z,,2022,,1519.9,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,ESP,,A,,TBC,,Y_GE15,,_T,,G_PS,,_Z,,2023,,1441.6,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,DNK,,A,,SP_OVRGHT,,_T,,F,,PT_POP,,SR,,2000,,24.9,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,DNK,,A,,SP_OVRGHT,,_T,,F,,PT_POP,,SR,,2005,,26.4,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,DNK,,A,,SP_OVRGHT,,_T,,F,,PT_POP,,SR,,2010,,26.3,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,DNK,,A,,SP_OVRGHT,,_T,,F,,PT_POP,,SR,,2013,,26.7,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,DNK,,A,,SP_OVRGHT,,_T,,F,,PT_POP,,SR,,2017,,27.8,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,DNK,,A,,SP_OVRGHT,,_T,,F,,PT_POP,,SR,,2021,,27.8,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,ITA,,A,,SP_OVRGHT,,_T,,_T,,PT_POP,,SR,,1994,,31.1,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,ITA,,A,,SP_OVRGHT,,_T,,_T,,PT_POP,,SR,,1999,,32.4,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,ITA,,A,,SP_OVRGHT,,_T,,_T,,PT_POP,,SR,,2000,,32.5,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,ITA,,A,,SP_OVRGHT,,_T,,_T,,PT_POP,,SR,,2001,,33.9,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,ITA,,A,,SP_OVRGHT,,_T,,_T,,PT_POP,,SR,,2002,,33.5,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,ITA,,A,,SP_OVRGHT,,_T,,_T,,PT_POP,,SR,,2003,,33.6,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,ITA,,A,,SP_OVRGHT,,_T,,_T,,PT_POP,,SR,,2005,,34.7,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,ITA,,A,,SP_OVRGHT,,_T,,_T,,PT_POP,,SR,,2006,,35,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,ITA,,A,,SP_OVRGHT,,_T,,_T,,PT_POP,,SR,,2007,,35.6,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,ITA,,A,,SP_OVRGHT,,_T,,_T,,PT_POP,,SR,,2008,,35.6,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,ITA,,A,,SP_OVRGHT,,_T,,_T,,PT_POP,,SR,,2009,,36.1,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,ITA,,A,,SP_OVRGHT,,_T,,_T,,PT_POP,,SR,,2010,,35.6,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,ITA,,A,,SP_OVRGHT,,_T,,_T,,PT_POP,,SR,,2011,,35.8,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,ITA,,A,,SP_OVRGHT,,_T,,_T,,PT_POP,,SR,,2012,,35.6,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,ITA,,A,,SP_OVRGHT,,_T,,_T,,PT_POP,,SR,,2013,,35.5,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,ITA,,A,,SP_OVRGHT,,_T,,_T,,PT_POP,,SR,,2014,,36.2,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,ITA,,A,,SP_OVRGHT,,_T,,_T,,PT_POP,,SR,,2015,,35.3,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,ITA,,A,,SP_OVRGHT,,_T,,_T,,PT_POP,,SR,,2016,,35.5,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,ITA,,A,,SP_OVRGHT,,_T,,_T,,PT_POP,,SR,,2017,,35.4,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,ITA,,A,,SP_OVRGHT,,_T,,_T,,PT_POP,,SR,,2018,,35.4,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,ITA,,A,,SP_OVRGHT,,_T,,_T,,PT_POP,,SR,,2019,,35.4,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,ITA,,A,,SP_OVRGHT,,_T,,_T,,PT_POP,,SR,,2020,,36.1,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,ITA,,A,,SP_OVRGHT,,_T,,_T,,PT_POP,,SR,,2021,,34.2,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,ITA,,A,,SP_OVRGHT,,_T,,_T,,PT_POP,,SR,,2022,,35,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,AUS,,A,,SP_OBS,,_T,,F,,PT_POP,,SR,,1995,,10.3,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,AUS,,A,,SP_OBS,,_T,,F,,PT_POP,,SR,,2001,,17,,D,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,AUS,,A,,SP_OBS,,_T,,F,,PT_POP,,SR,,2004,,17,,D,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,AUS,,A,,SP_OBS,,_T,,F,,PT_POP,,SR,,2007,,20.3,,D,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,AUS,,A,,SP_OBS,,_T,,F,,PT_POP,,SR,,2017,,18.7,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,AUS,,A,,SP_OBS,,_T,,F,,PT_POP,,SR,,2022,,25.5,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,SWE,,A,,SP_OBS,,_T,,_T,,PT_POP,,SR,,1989,,5.5,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,SWE,,A,,SP_OBS,,_T,,_T,,PT_POP,,SR,,1997,,7.9,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,SWE,,A,,SP_OBS,,_T,,_T,,PT_POP,,SR,,1998,,8.1,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,SWE,,A,,SP_OBS,,_T,,_T,,PT_POP,,SR,,1999,,8.1,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,SWE,,A,,SP_OBS,,_T,,_T,,PT_POP,,SR,,2000,,9.2,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,SWE,,A,,SP_OBS,,_T,,_T,,PT_POP,,SR,,2001,,9.2,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,SWE,,A,,SP_OBS,,_T,,_T,,PT_POP,,SR,,2002,,10.3,,B,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,SWE,,A,,SP_OBS,,_T,,_T,,PT_POP,,SR,,2003,,9.8,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,SWE,,A,,SP_OBS,,_T,,_T,,PT_POP,,SR,,2004,,9.9,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,SWE,,A,,SP_OBS,,_T,,_T,,PT_POP,,SR,,2005,,10.9,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,SWE,,A,,SP_OBS,,_T,,_T,,PT_POP,,SR,,2006,,9,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,SWE,,A,,SP_OBS,,_T,,_T,,PT_POP,,SR,,2007,,10.6,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,SWE,,A,,SP_OBS,,_T,,_T,,PT_POP,,SR,,2008,,10.3,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,SWE,,A,,SP_OBS,,_T,,_T,,PT_POP,,SR,,2009,,10.9,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,SWE,,A,,SP_OBS,,_T,,_T,,PT_POP,,SR,,2010,,11.3,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,SWE,,A,,SP_OBS,,_T,,_T,,PT_POP,,SR,,2011,,11,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,SWE,,A,,SP_OBS,,_T,,_T,,PT_POP,,SR,,2012,,11.8,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,SWE,,A,,SP_OBS,,_T,,_T,,PT_POP,,SR,,2013,,11.7,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,SWE,,A,,SP_OBS,,_T,,_T,,PT_POP,,SR,,2014,,12.2,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,SWE,,A,,SP_OBS,,_T,,_T,,PT_POP,,SR,,2015,,12.3,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,SWE,,A,,SP_OBS,,_T,,_T,,PT_POP,,SR,,2016,,13,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,SWE,,A,,SP_OBS,,_T,,_T,,PT_POP,,SR,,2017,,13.1,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,SWE,,A,,SP_OBS,,_T,,_T,,PT_POP,,SR,,2018,,14.1,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,SWE,,A,,SP_OBS,,_T,,_T,,PT_POP,,SR,,2019,,13.7,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,SWE,,A,,SP_OBS,,_T,,_T,,PT_POP,,SR,,2020,,14.4,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,SWE,,A,,SP_OBS,,_T,,_T,,PT_POP,,SR,,2021,,15.3,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,SWE,,A,,SP_OBS,,_T,,_T,,PT_POP,,SR,,2022,,16.1,,B,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,GRC,,A,,SP_OVRGHT_OBS,,_T,,M,,PT_POP,,SR,,2006,,62.4,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,GRC,,A,,SP_OVRGHT_OBS,,_T,,M,,PT_POP,,SR,,2008,,64.9,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,GRC,,A,,SP_OVRGHT_OBS,,_T,,M,,PT_POP,,SR,,2009,,62.9,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,GRC,,A,,SP_OVRGHT_OBS,,_T,,M,,PT_POP,,SR,,2014,,65.7,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,GRC,,A,,SP_OVRGHT_OBS,,_T,,M,,PT_POP,,SR,,2019,,65.8,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,GRC,,A,,SP_OVRGHT_OBS,,_T,,M,,PT_POP,,SR,,2022,,62.9,,B,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,BEL,,A,,SP_OVRGHT_OBS,,_T,,_T,,PT_POP,,MSRD,,2014,,51,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,BEL,,A,,SP_OVRGHT_OBS,,_T,,_T,,PT_POP,,MSRD,,2018,,55.4,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,POL,,A,,VGS,,_T,,_T,,KG_PS_Y,,_Z,,1961,,91.2,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,POL,,A,,VGS,,_T,,_T,,KG_PS_Y,,_Z,,1962,,81.2,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,POL,,A,,VGS,,_T,,_T,,KG_PS_Y,,_Z,,1963,,100.9,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,POL,,A,,VGS,,_T,,_T,,KG_PS_Y,,_Z,,1964,,99.3,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,POL,,A,,VGS,,_T,,_T,,KG_PS_Y,,_Z,,1965,,97.8,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,POL,,A,,VGS,,_T,,_T,,KG_PS_Y,,_Z,,1966,,107.7,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,POL,,A,,VGS,,_T,,_T,,KG_PS_Y,,_Z,,1967,,95,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,POL,,A,,VGS,,_T,,_T,,KG_PS_Y,,_Z,,1968,,94.2,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,POL,,A,,VGS,,_T,,_T,,KG_PS_Y,,_Z,,1969,,93.5,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,POL,,A,,VGS,,_T,,_T,,KG_PS_Y,,_Z,,1970,,111.3,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,POL,,A,,VGS,,_T,,_T,,KG_PS_Y,,_Z,,1971,,93.9,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,POL,,A,,VGS,,_T,,_T,,KG_PS_Y,,_Z,,1972,,95.6,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,POL,,A,,VGS,,_T,,_T,,KG_PS_Y,,_Z,,1973,,105,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,POL,,A,,VGS,,_T,,_T,,KG_PS_Y,,_Z,,1974,,92.1,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,POL,,A,,VGS,,_T,,_T,,KG_PS_Y,,_Z,,1975,,110.9,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,POL,,A,,VGS,,_T,,_T,,KG_PS_Y,,_Z,,1976,,95.4,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,POL,,A,,VGS,,_T,,_T,,KG_PS_Y,,_Z,,1977,,98.5,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,POL,,A,,VGS,,_T,,_T,,KG_PS_Y,,_Z,,1978,,109.4,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,POL,,A,,VGS,,_T,,_T,,KG_PS_Y,,_Z,,1979,,118.6,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,POL,,A,,VGS,,_T,,_T,,KG_PS_Y,,_Z,,1980,,103.2,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,POL,,A,,VGS,,_T,,_T,,KG_PS_Y,,_Z,,1981,,120.7,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,POL,,A,,VGS,,_T,,_T,,KG_PS_Y,,_Z,,1982,,108.7,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,POL,,A,,VGS,,_T,,_T,,KG_PS_Y,,_Z,,1983,,105,,A,,0,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),,I,POL,,A,,VGS,,_T,,_T,,KG_PS_Y,,_Z,,1984,,118.3,,A,,0,,,
